account_id,customer_segment
2688,Leaving Customers
2689,Risky Customers
2690,Risky Customers
2691,Leaving Customers
2693,Risky Customers
2694,Risky Customers
2695,Leaving Customers
2696,Leaving Customers
2697,Risky Customers
2698,Leaving Customers
2699,Leaving Customers
2700,Leaving Customers
2701,Leaving Customers
2702,Leaving Customers
2703,Risky Customers
2704,Risky Customers
2705,Risky Customers
2706,Risky Customers
2707,Leaving Customers
2708,Leaving Customers
2709,Leaving Customers
2711,Risky Customers
2713,Leaving Customers
2714,Leaving Customers
2715,Risky Customers
2716,Leaving Customers
2718,Leaving Customers
2719,Leaving Customers
2720,Leaving Customers
2721,Leaving Customers
2722,Leaving Customers
2723,Leaving Customers
2724,Leaving Customers
2725,Leaving Customers
2726,Leaving Customers
2727,Leaving Customers
2728,Leaving Customers
2729,Leaving Customers
2730,Leaving Customers
2731,Risky Customers
2732,Leaving Customers
2733,Risky Customers
2734,Leaving Customers
2735,Leaving Customers
2736,Risky Customers
2737,Leaving Customers
2738,Leaving Customers
2739,Leaving Customers
2741,Leaving Customers
2742,Leaving Customers
2743,Leaving Customers
2744,Leaving Customers
2745,Leaving Customers
2747,Leaving Customers
2748,Leaving Customers
2749,Leaving Customers
2750,Leaving Customers
2751,Leaving Customers
2752,Leaving Customers
2753,Leaving Customers
2754,Leaving Customers
2755,Risky Customers
2756,Leaving Customers
2757,Leaving Customers
2758,Leaving Customers
2759,Leaving Customers
2760,Leaving Customers
2761,Leaving Customers
2763,Leaving Customers
2764,Leaving Customers
2765,Leaving Customers
2766,Leaving Customers
2767,Leaving Customers
2768,Leaving Customers
2769,Risky Customers
2771,Leaving Customers
